concentration,E/V
2e-05,-2.21024e-05
2e-05,-2.16139e-05
2e-05,-2.11335e-05
2e-05,-2.06718e-05
2e-05,-2.02418e-05
2e-05,-1.98156e-05
2e-05,-1.9412e-05
2e-05,-1.90234e-05
2e-05,-1.8636e-05
2e-05,-1.82546e-05
2e-05,-1.78899e-05
2e-05,-1.75539e-05
2e-05,-1.72086e-05
2e-05,-1.68651e-05
2e-05,-1.65237e-05
2e-05,-1.62032e-05
2e-05,-1.58849e-05
2e-05,-1.55725e-05
2e-05,-1.52746e-05
2e-05,-1.49832e-05
2e-05,-1.47033e-05
2e-05,-1.44246e-05
2e-05,-1.41581e-05
2e-05,-1.38949e-05
2e-05,-1.3629e-05
2e-05,-1.33652e-05
2e-05,-1.3109e-05
2e-05,-1.2863e-05
2e-05,-1.26179e-05
2e-05,-1.23805e-05
2e-05,-1.21571e-05
2e-05,-1.19379e-05
2e-05,-1.1716e-05
2e-05,-1.15046e-05
2e-05,-1.12986e-05
2e-05,-1.10898e-05
2e-05,-1.08857e-05
2e-05,-1.06838e-05
2e-05,-1.04883e-05
2e-05,-1.02915e-05
2e-05,-1.01027e-05
2e-05,-9.92385e-06
2e-05,-9.75209e-06
2e-05,-9.58308e-06
2e-05,-9.42482e-06
2e-05,-9.25109e-06
2e-05,-9.05581e-06
2e-05,-8.87033e-06
2e-05,-8.6798e-06
2e-05,-8.52984e-06
2e-05,-8.38045e-06
2e-05,-8.22169e-06
2e-05,-8.0616e-06
2e-05,-7.90549e-06
2e-05,-7.75268e-06
2e-05,-7.61536e-06
2e-05,-7.48632e-06
2e-05,-7.33225e-06
2e-05,-7.17624e-06
2e-05,-7.01458e-06
2e-05,-6.83383e-06
2e-05,-6.69576e-06
2e-05,-6.56417e-06
2e-05,-6.4256e-06
2e-05,-6.29611e-06
2e-05,-6.15589e-06
2e-05,-6.04889e-06
2e-05,-5.91162e-06
2e-05,-5.76843e-06
2e-05,-5.62422e-06
2e-05,-5.4924e-06
2e-05,-5.36496e-06
2e-05,-5.23531e-06
2e-05,-5.10489e-06
2e-05,-4.97438e-06
2e-05,-4.85611e-06
2e-05,-4.73801e-06
2e-05,-4.61519e-06
2e-05,-4.49969e-06
2e-05,-4.38394e-06
2e-05,-4.26907e-06
2e-05,-4.15792e-06
2e-05,-4.04438e-06
2e-05,-3.92963e-06
2e-05,-3.81828e-06
2e-05,-3.75608e-06
2e-05,-3.64397e-06
2e-05,-3.52928e-06
2e-05,-3.41572e-06
2e-05,-3.30515e-06
2e-05,-3.19094e-06
2e-05,-3.07587e-06
2e-05,-2.95833e-06
2e-05,-2.84322e-06
2e-05,-2.72592e-06
2e-05,-2.60728e-06
2e-05,-2.48792e-06
2e-05,-2.36926e-06
2e-05,-2.24746e-06
2e-05,-2.13111e-06
2e-05,-2.0124e-06
2e-05,-1.88878e-06
2e-05,-1.76439e-06
2e-05,-1.6334e-06
2e-05,-1.50898e-06
2e-05,-1.39314e-06
2e-05,-1.2663e-06
2e-05,-1.13783e-06
2e-05,-1.0108e-06
2e-05,-8.86301e-07
2e-05,-7.57983e-07
2e-05,-6.28927e-07
2e-05,-4.99062e-07
2e-05,-3.68555e-07
2e-05,-2.35365e-07
2e-05,-1.04279e-07
2e-05,2.66107e-08
2e-05,1.5333e-07
2e-05,2.88492e-07
2e-05,4.16096e-07
2e-05,5.43338e-07
2e-05,6.71154e-07
2e-05,8.00981e-07
2e-05,9.27024e-07
2e-05,1.05204e-06
2e-05,1.17541e-06
2e-05,1.29655e-06
2e-05,1.42121e-06
2e-05,1.54192e-06
2e-05,1.65827e-06
2e-05,1.775e-06
2e-05,1.89082e-06
2e-05,2.00436e-06
2e-05,2.11847e-06
2e-05,2.23088e-06
2e-05,2.34261e-06
2e-05,2.45287e-06
2e-05,2.56402e-06
2e-05,2.67614e-06
2e-05,2.78856e-06
2e-05,2.89921e-06
2e-05,3.01457e-06
2e-05,3.1305e-06
2e-05,3.25011e-06
2e-05,3.37244e-06
2e-05,3.49639e-06
2e-05,3.62554e-06
2e-05,3.75822e-06
2e-05,3.89585e-06
2e-05,4.03596e-06
2e-05,4.18393e-06
2e-05,4.33426e-06
2e-05,4.49381e-06
2e-05,4.66122e-06
2e-05,4.82782e-06
2e-05,5.00353e-06
2e-05,5.18036e-06
2e-05,5.36411e-06
2e-05,5.54974e-06
2e-05,5.73856e-06
2e-05,5.93568e-06
2e-05,6.12996e-06
2e-05,6.33008e-06
2e-05,6.5364e-06
2e-05,6.73606e-06
2e-05,6.93806e-06
2e-05,7.15074e-06
2e-05,7.36249e-06
2e-05,7.5734e-06
2e-05,7.78935e-06
2e-05,8.0101e-06
2e-05,8.23075e-06
2e-05,8.45439e-06
2e-05,8.69071e-06
2e-05,8.92137e-06
2e-05,9.15936e-06
2e-05,9.40454e-06
2e-05,9.65499e-06
2e-05,9.90947e-06
2e-05,1.01692e-05
2e-05,1.04343e-05
2e-05,1.06991e-05
2e-05,1.09714e-05
2e-05,1.12527e-05
2e-05,1.15327e-05
2e-05,1.18156e-05
2e-05,1.21045e-05
2e-05,1.24072e-05
2e-05,1.27059e-05
2e-05,1.3008e-05
2e-05,1.33069e-05
2e-05,1.36214e-05
2e-05,1.39432e-05
2e-05,1.42673e-05
2e-05,1.45858e-05
2e-05,1.49164e-05
2e-05,1.526e-05
2e-05,1.55957e-05
2e-05,1.593e-05
2e-05,1.62792e-05
2e-05,1.66389e-05
2e-05,1.70002e-05
2e-05,1.73479e-05
2e-05,1.77161e-05
2e-05,1.80805e-05
2e-05,1.84513e-05
2e-05,1.88228e-05
2e-05,1.91984e-05
2e-05,1.95892e-05
2e-05,1.99491e-05
2e-05,2.03103e-05
2e-05,2.0666e-05
2e-05,2.10175e-05
2e-05,2.14321e-05
2e-05,2.17951e-05
2e-05,2.21379e-05
2e-05,2.24646e-05
2e-05,2.2789e-05
2e-05,2.3126e-05
2e-05,2.3427e-05
2e-05,2.3718e-05
2e-05,2.39989e-05
2e-05,2.42724e-05
2e-05,2.45199e-05
2e-05,2.47136e-05
2e-05,2.49617e-05
2e-05,2.51526e-05
2e-05,2.53161e-05
2e-05,2.54896e-05
2e-05,2.56102e-05
2e-05,2.572e-05
2e-05,2.57935e-05
2e-05,2.57986e-05
2e-05,2.57961e-05
2e-05,2.58127e-05
2e-05,2.57233e-05
2e-05,2.55739e-05
2e-05,2.54002e-05
2e-05,2.51307e-05
2e-05,2.48176e-05
2e-05,2.4521e-05
2e-05,2.41579e-05
2e-05,2.37481e-05
2e-05,2.32951e-05
2e-05,2.26604e-05
2e-05,2.20993e-05
2e-05,2.16275e-05
2e-05,2.10832e-05
2e-05,2.05659e-05
2e-05,2.01965e-05
2e-05,1.96928e-05
2e-05,1.92562e-05
2e-05,1.89739e-05
2e-05,1.87794e-05
2e-05,1.86374e-05
2e-05,1.85481e-05
2e-05,1.85232e-05
2e-05,1.8521e-05
2e-05,1.8529e-05
2e-05,1.85347e-05
2e-05,1.85836e-05
2e-05,1.86383e-05
2e-05,1.86934e-05
2e-05,1.87495e-05
2e-05,1.88449e-05
2e-05,1.89279e-05
2e-05,1.90094e-05
2e-05,1.91189e-05
2e-05,1.92228e-05
2e-05,1.932e-05
2e-05,1.94294e-05
2e-05,1.95714e-05
2e-05,1.96824e-05
2e-05,1.97967e-05
2e-05,1.9951e-05
2e-05,2.00706e-05
2e-05,2.01802e-05
2e-05,2.03269e-05
2e-05,2.04836e-05
2e-05,2.06116e-05
2e-05,2.07409e-05
2e-05,2.08901e-05
2e-05,2.10368e-05
2e-05,2.11706e-05
2e-05,2.13309e-05
2e-05,2.14965e-05
2e-05,2.16376e-05
2e-05,2.17938e-05
2e-05,2.19568e-05
2e-05,2.21157e-05
2e-05,2.22856e-05
2e-05,2.24383e-05
2e-05,2.25974e-05
2e-05,2.27745e-05
2e-05,2.29296e-05
2e-05,2.30858e-05
2e-05,2.32669e-05
2e-05,2.34041e-05
2e-05,2.35534e-05
2e-05,2.37158e-05
2e-05,2.38717e-05
2e-05,2.40123e-05
2e-05,2.41666e-05
2e-05,2.43259e-05
2e-05,2.44651e-05
2e-05,2.45981e-05
2e-05,2.47571e-05
2e-05,2.4904e-05
2e-05,2.50296e-05
2e-05,2.51815e-05
2e-05,2.53136e-05
2e-05,2.54348e-05
2e-05,2.55514e-05
2e-05,2.56552e-05
2e-05,2.57646e-05
2e-05,2.58504e-05
2e-05,2.59186e-05
2e-05,2.59891e-05
2e-05,2.60773e-05
2e-05,2.61386e-05
2e-05,2.62166e-05
2e-05,2.63015e-05
2e-05,2.63706e-05
2e-05,2.64187e-05
2e-05,2.6494e-05
2e-05,2.65803e-05
2e-05,2.66092e-05
2e-05,2.66336e-05
2e-05,2.66885e-05
2e-05,2.66678e-05
2e-05,2.65999e-05
2e-05,2.65699e-05
2e-05,2.65227e-05
2e-05,2.6433e-05
2e-05,2.63991e-05
2e-05,2.63779e-05
2e-05,2.63486e-05
2e-05,2.63363e-05
2e-05,2.63345e-05
2e-05,2.63125e-05
2e-05,2.62366e-05
2e-05,2.62655e-05
2e-05,2.62463e-05
2e-05,2.6233e-05
2e-05,2.62194e-05
2e-05,2.62172e-05
2e-05,2.62438e-05
2e-05,2.623e-05
2e-05,2.6172e-05
2e-05,2.61557e-05
2e-05,2.6024e-05
2e-05,2.59658e-05
2e-05,2.59625e-05
2e-05,2.59674e-05
2e-05,2.59724e-05
2e-05,2.59607e-05
2e-05,2.59896e-05
2e-05,2.60676e-05
2e-05,2.59471e-05
2e-05,2.58762e-05
2e-05,2.59653e-05
2e-05,2.61807e-05
2e-05,2.61653e-05
2e-05,2.61918e-05
2e-05,2.62022e-05
2e-05,2.61049e-05
2e-05,2.6219e-05
2e-05,2.63264e-05
2e-05,2.64041e-05
2e-05,2.64766e-05
2e-05,2.65789e-05
2e-05,2.6773e-05
2e-05,2.68936e-05
2e-05,2.69614e-05
2e-05,2.70433e-05
2e-05,2.71119e-05
2e-05,2.72176e-05
2e-05,2.74472e-05
2e-05,2.76746e-05
2e-05,2.79e-05
2e-05,2.8125e-05
2e-05,2.8403e-05
2e-05,2.8666e-05
2e-05,2.89426e-05
2e-05,2.92554e-05
2e-05,2.95863e-05
2e-05,2.99172e-05
2e-05,3.03079e-05
2e-05,3.07132e-05
2e-05,3.11015e-05
2e-05,3.15311e-05
2e-05,3.20077e-05
2e-05,3.24828e-05
2e-05,3.29135e-05
2e-05,3.34998e-05
2e-05,3.40785e-05
2e-05,3.46492e-05
2e-05,3.52673e-05
2e-05,3.58805e-05
2e-05,3.65006e-05
2e-05,3.71342e-05
2e-05,3.78054e-05
2e-05,3.8443e-05
2e-05,3.91637e-05
2e-05,3.99728e-05
2e-05,4.06265e-05
2e-05,4.15746e-05
2e-05,4.2231e-05
2e-05,4.30242e-05
2e-05,4.39432e-05
2e-05,4.469e-05
2e-05,4.5508e-05
2e-05,4.64405e-05
2e-05,4.72895e-05
2e-05,4.81219e-05
2e-05,4.90757e-05
2e-05,4.98879e-05
2e-05,5.08402e-05
2e-05,5.17838e-05
2e-05,5.26714e-05
2e-05,5.35832e-05
2e-05,5.45788e-05
2e-05,5.55486e-05
2e-05,5.651e-05
2e-05,5.75488e-05
2e-05,5.86217e-05
2e-05,5.9723e-05
2e-05,6.08324e-05
2e-05,6.18749e-05
2e-05,6.29483e-05
2e-05,6.40344e-05
2e-05,6.50823e-05
2e-05,6.61096e-05
2e-05,6.71334e-05
2e-05,6.82571e-05
2e-05,6.9435e-05
2e-05,7.05885e-05
2e-05,7.16805e-05
2e-05,7.29007e-05
2e-05,7.41396e-05
2e-05,7.51934e-05
2e-05,7.63323e-05
2e-05,7.76262e-05
2e-05,7.89256e-05
2e-05,8.01891e-05
2e-05,8.15385e-05
2e-05,8.28257e-05
2e-05,8.40396e-05
2e-05,8.53223e-05
2e-05,8.66883e-05
2e-05,8.79725e-05
2e-05,8.92996e-05
2e-05,9.07284e-05
2e-05,9.21962e-05
2e-05,9.36288e-05
2e-05,9.51006e-05
2e-05,9.6476e-05
2e-05,9.79258e-05
2e-05,9.94423e-05
2e-05,0.000100964
2e-05,0.000102214
2e-05,0.000103365
2e-05,0.000104642
2e-05,0.000106299
2e-05,0.000107904
2e-05,0.000109454
2e-05,0.000111025
2e-05,0.000112692
2e-05,0.000114367
2e-05,0.000116033
2e-05,0.000117696
2e-05,0.000119359
2e-05,0.000121059
2e-05,0.00012275
2e-05,0.000124412
2e-05,0.000126063
2e-05,0.000127699
2e-05,0.000129386
2e-05,0.000130924
2e-05,0.000132534
2e-05,0.000134177
2e-05,0.00013587
2e-05,0.000137618
2e-05,0.00013942
2e-05,0.00014113
2e-05,0.000142903
2e-05,0.000144617
2e-05,0.000146302
2e-05,0.000148067
2e-05,0.000149811
2e-05,0.00015154
2e-05,0.000153135
2e-05,0.000154782
2e-05,0.000156402
2e-05,0.000158097
2e-05,0.000159808
2e-05,0.000161601
2e-05,0.000163316
2e-05,0.00016505
2e-05,0.000166829
2e-05,0.000168569
2e-05,0.000170322
2e-05,0.000172017
2e-05,0.000173678
2e-05,0.000175433
2e-05,0.000177
2e-05,0.000178534
2e-05,0.000180171
2e-05,0.000181873
2e-05,0.000183513
2e-05,0.00018509
2e-05,0.000182726
2e-05,0.000180429
2e-05,0.000178028
2e-05,0.00017568
2e-05,0.000173442
2e-05,0.000171131
2e-05,0.000168801
2e-05,0.000166415
2e-05,0.000164143
2e-05,0.000161761
2e-05,0.000159411
2e-05,0.000157229
2e-05,0.000154969
2e-05,0.000152801
2e-05,0.000150714
2e-05,0.000148532
2e-05,0.000146538
2e-05,0.000144532
2e-05,0.000142545
2e-05,0.000140396
2e-05,0.000138443
2e-05,0.000136144
2e-05,0.000133976
2e-05,0.000132055
2e-05,0.000130121
2e-05,0.000127957
2e-05,0.000126002
2e-05,0.000124078
2e-05,0.000122195
2e-05,0.000120358
2e-05,0.000118446
2e-05,0.000116617
2e-05,0.000114682
2e-05,0.000112784
2e-05,0.000110865
2e-05,0.000108963
2e-05,0.000107079
2e-05,0.000105168
2e-05,0.000103494
2e-05,0.000101607
2e-05,9.98052e-05
2e-05,9.81781e-05
2e-05,9.65061e-05
2e-05,9.47805e-05
2e-05,9.30195e-05
2e-05,9.12517e-05
2e-05,8.95801e-05
2e-05,8.78014e-05
2e-05,8.6021e-05
2e-05,8.43496e-05
2e-05,8.27623e-05
2e-05,8.10983e-05
2e-05,7.94897e-05
2e-05,7.78962e-05
2e-05,7.63286e-05
2e-05,7.47836e-05
2e-05,7.32415e-05
2e-05,7.16578e-05
2e-05,7.00419e-05
2e-05,6.84615e-05
2e-05,6.69354e-05
2e-05,6.54221e-05
2e-05,6.39026e-05
2e-05,6.24387e-05
2e-05,6.10517e-05
2e-05,5.96222e-05
2e-05,5.82191e-05
2e-05,5.68154e-05
2e-05,5.53705e-05
2e-05,5.39745e-05
2e-05,5.2624e-05
2e-05,5.12321e-05
2e-05,4.98678e-05
2e-05,4.85746e-05
2e-05,4.72952e-05
2e-05,4.60054e-05
2e-05,4.47341e-05
2e-05,4.35221e-05
2e-05,4.23148e-05
2e-05,4.10945e-05
2e-05,3.9868e-05
2e-05,3.86773e-05
2e-05,3.75136e-05
2e-05,3.63652e-05
2e-05,3.52547e-05
2e-05,3.44566e-05
2e-05,3.32973e-05
2e-05,3.21122e-05
2e-05,3.10407e-05
2e-05,3.00265e-05
2e-05,2.90165e-05
2e-05,2.80254e-05
2e-05,2.70376e-05
2e-05,2.60774e-05
2e-05,2.51693e-05
2e-05,2.42681e-05
2e-05,2.33924e-05
2e-05,2.25471e-05
2e-05,2.1736e-05
2e-05,2.09318e-05
2e-05,2.01447e-05
2e-05,1.93852e-05
2e-05,1.86388e-05
2e-05,1.7892e-05
2e-05,1.7191e-05
2e-05,1.65079e-05
2e-05,1.58328e-05
2e-05,1.51992e-05
2e-05,1.45984e-05
2e-05,1.40122e-05
2e-05,1.34482e-05
2e-05,1.29019e-05
2e-05,1.23753e-05
2e-05,1.1883e-05
2e-05,1.13859e-05
2e-05,1.09172e-05
2e-05,1.04588e-05
2e-05,1.00208e-05
2e-05,9.61476e-06
2e-05,9.23948e-06
2e-05,8.89306e-06
2e-05,8.51143e-06
2e-05,8.17124e-06
2e-05,7.84786e-06
2e-05,7.54046e-06
2e-05,7.24154e-06
2e-05,6.96273e-06
2e-05,6.69952e-06
2e-05,6.44608e-06
2e-05,6.20786e-06
2e-05,5.97814e-06
2e-05,5.76852e-06
2e-05,5.56682e-06
2e-05,5.37229e-06
2e-05,5.19103e-06
2e-05,5.02125e-06
2e-05,4.86026e-06
2e-05,4.71077e-06
2e-05,4.56708e-06
2e-05,4.42899e-06
2e-05,4.3012e-06
2e-05,4.17293e-06
2e-05,4.05641e-06
2e-05,3.94541e-06
2e-05,3.83639e-06
2e-05,3.73594e-06
2e-05,3.59148e-06
2e-05,3.50233e-06
2e-05,3.41714e-06
2e-05,3.33871e-06
2e-05,3.26205e-06
2e-05,3.18367e-06
2e-05,3.11166e-06
2e-05,3.03858e-06
2e-05,2.97413e-06
2e-05,2.91207e-06
2e-05,2.84166e-06
2e-05,2.77813e-06
2e-05,2.72427e-06
2e-05,2.66577e-06
2e-05,2.61428e-06
2e-05,2.56303e-06
2e-05,2.51316e-06
2e-05,2.4619e-06
2e-05,2.41232e-06
2e-05,2.36475e-06
2e-05,2.31611e-06
2e-05,2.2681e-06
2e-05,2.22502e-06
2e-05,2.17969e-06
2e-05,2.13317e-06
2e-05,2.09214e-06
2e-05,2.05455e-06
2e-05,2.01158e-06
2e-05,1.96932e-06
2e-05,1.94042e-06
2e-05,1.91423e-06
2e-05,1.87571e-06
2e-05,1.82505e-06
2e-05,1.77781e-06
2e-05,1.73561e-06
2e-05,1.69317e-06
2e-05,1.65954e-06
2e-05,1.63033e-06
2e-05,1.58935e-06
2e-05,1.54845e-06
2e-05,1.50464e-06
2e-05,1.46188e-06
2e-05,1.43627e-06
2e-05,1.40484e-06
2e-05,1.36259e-06
2e-05,1.32808e-06
2e-05,1.28983e-06
2e-05,1.21196e-06
2e-05,1.25701e-06
2e-05,1.23004e-06
2e-05,1.18072e-06
2e-05,1.12484e-06
2e-05,1.0826e-06
2e-05,1.04525e-06
2e-05,9.9434e-07
2e-05,9.52344e-07
2e-05,9.09346e-07
2e-05,8.69829e-07
2e-05,8.32245e-07
2e-05,7.94126e-07
2e-05,7.53082e-07
2e-05,7.11421e-07
2e-05,6.72343e-07
2e-05,6.31526e-07
2e-05,5.91589e-07
2e-05,5.4646e-07
2e-05,5.01179e-07
2e-05,4.52928e-07
2e-05,4.05731e-07
2e-05,3.64809e-07
2e-05,3.21971e-07
2e-05,2.76498e-07
2e-05,2.26689e-07
2e-05,1.85848e-07
2e-05,1.43225e-07
2e-05,9.7689e-08
2e-05,4.91251e-08
2e-05,-5.57923e-09
2e-05,-4.70458e-08
2e-05,-9.66738e-08
2e-05,-1.49969e-07
2e-05,-2.16034e-07
2e-05,-2.64913e-07
2e-05,-3.13321e-07
2e-05,-3.66567e-07
2e-05,-4.15305e-07
2e-05,-4.67887e-07
2e-05,-5.23031e-07
2e-05,-5.73738e-07
2e-05,-6.27421e-07
2e-05,-6.67731e-07
2e-05,-7.34397e-07
2e-05,-8.01198e-07
2e-05,-8.6694e-07
2e-05,-9.20623e-07
2e-05,-9.8267e-07
2e-05,-1.03999e-06
2e-05,-1.09659e-06
2e-05,-1.15618e-06
2e-05,-1.21874e-06
2e-05,-1.28347e-06
2e-05,-1.34455e-06
2e-05,-1.40395e-06
2e-05,-1.46567e-06
2e-05,-1.5268e-06
2e-05,-1.58951e-06
2e-05,-1.65103e-06
2e-05,-1.71604e-06
2e-05,-1.78113e-06
2e-05,-1.84264e-06
2e-05,-1.90743e-06
2e-05,-1.97546e-06
2e-05,-2.03823e-06
2e-05,-2.10238e-06
2e-05,-2.16869e-06
2e-05,-2.23354e-06
2e-05,-2.30006e-06
2e-05,-2.36944e-06
2e-05,-2.43815e-06
2e-05,-2.50985e-06
2e-05,-2.58373e-06
2e-05,-2.66062e-06
2e-05,-2.73754e-06
2e-05,-2.8174e-06
2e-05,-2.89934e-06
2e-05,-2.97969e-06
2e-05,-3.07004e-06
2e-05,-3.15621e-06
2e-05,-3.25581e-06
2e-05,-3.35932e-06
2e-05,-3.45155e-06
2e-05,-3.56381e-06
2e-05,-3.67957e-06
2e-05,-3.79209e-06
2e-05,-3.91663e-06
2e-05,-4.04429e-06
2e-05,-4.1679e-06
2e-05,-4.30326e-06
2e-05,-4.44004e-06
2e-05,-4.58533e-06
2e-05,-4.73198e-06
2e-05,-4.88605e-06
2e-05,-5.04813e-06
2e-05,-5.21461e-06
2e-05,-5.38626e-06
2e-05,-5.57387e-06
2e-05,-5.76479e-06
2e-05,-5.9578e-06
2e-05,-6.13626e-06
2e-05,-6.36799e-06
2e-05,-6.59134e-06
2e-05,-6.78488e-06
2e-05,-7.02166e-06
2e-05,-7.26639e-06
2e-05,-7.52162e-06
2e-05,-7.77466e-06
2e-05,-8.03706e-06
2e-05,-8.30628e-06
2e-05,-8.6019e-06
2e-05,-8.90453e-06
2e-05,-9.19662e-06
2e-05,-9.50867e-06
2e-05,-9.82891e-06
2e-05,-1.01506e-05
2e-05,-1.04853e-05
2e-05,-1.08145e-05
2e-05,-1.1191e-05
2e-05,-1.15422e-05
2e-05,-1.19019e-05
2e-05,-1.22912e-05
2e-05,-1.2676e-05
2e-05,-1.30669e-05
2e-05,-1.34836e-05
2e-05,-1.3897e-05
2e-05,-1.42946e-05
2e-05,-1.47113e-05
2e-05,-1.51382e-05
2e-05,-1.55485e-05
2e-05,-1.59544e-05
2e-05,-1.64013e-05
2e-05,-1.68285e-05
2e-05,-1.73915e-05
2e-05,-1.77143e-05
2e-05,-1.80733e-05
2e-05,-1.87025e-05
2e-05,-1.88695e-05
2e-05,-1.95043e-05
2e-05,-1.98211e-05
2e-05,-2.03044e-05
2e-05,-2.06087e-05
2e-05,-2.10472e-05
2e-05,-2.13965e-05
2e-05,-2.17233e-05
2e-05,-2.21248e-05
2e-05,-2.24899e-05
2e-05,-2.28524e-05
2e-05,-2.3232e-05
2e-05,-2.36102e-05
2e-05,-2.3996e-05
2e-05,-2.44403e-05
2e-05,-2.48114e-05
2e-05,-2.50752e-05
2e-05,-2.53991e-05
2e-05,-2.55278e-05
2e-05,-2.57728e-05
2e-05,-2.61905e-05
2e-05,-2.64888e-05
2e-05,-2.69122e-05
2e-05,-2.72601e-05
2e-05,-2.76165e-05
2e-05,-2.80169e-05
2e-05,-2.85276e-05
2e-05,-2.98109e-05
2e-05,-2.97624e-05
2e-05,-2.99829e-05
2e-05,-3.00435e-05
2e-05,-3.01723e-05
2e-05,-3.03009e-05
2e-05,-3.04863e-05
2e-05,-3.06621e-05
2e-05,-3.0781e-05
2e-05,-3.05552e-05
2e-05,-3.12049e-05
2e-05,-3.17267e-05
2e-05,-3.17581e-05
2e-05,-3.17858e-05
2e-05,-3.18539e-05
2e-05,-3.17611e-05
2e-05,-3.21995e-05
2e-05,-3.24835e-05
2e-05,-3.25535e-05
2e-05,-3.28381e-05
2e-05,-3.29111e-05
2e-05,-3.30207e-05
2e-05,-3.33551e-05
2e-05,-3.35406e-05
2e-05,-3.36701e-05
2e-05,-3.38832e-05
2e-05,-3.39823e-05
2e-05,-3.40141e-05
2e-05,-3.41441e-05
2e-05,-3.42754e-05
2e-05,-3.4604e-05
2e-05,-3.48524e-05
2e-05,-3.52235e-05
2e-05,-3.54081e-05
2e-05,-3.55824e-05
2e-05,-3.57679e-05
2e-05,-3.60687e-05
2e-05,-3.63e-05
2e-05,-3.66205e-05
2e-05,-3.69447e-05
2e-05,-3.72807e-05
2e-05,-3.76197e-05
2e-05,-3.79247e-05
2e-05,-3.82913e-05
2e-05,-3.86443e-05
2e-05,-3.89691e-05
2e-05,-3.93299e-05
2e-05,-3.96923e-05
2e-05,-4.00484e-05
2e-05,-4.04642e-05
2e-05,-4.08569e-05
2e-05,-4.12689e-05
2e-05,-4.17369e-05
2e-05,-4.22091e-05
2e-05,-4.27099e-05
2e-05,-4.33015e-05
2e-05,-4.3992e-05
2e-05,-4.46967e-05
2e-05,-4.54409e-05
2e-05,-4.62892e-05
2e-05,-4.72458e-05
2e-05,-4.81877e-05
2e-05,-4.91843e-05
2e-05,-5.02352e-05
2e-05,-5.13475e-05
2e-05,-5.26557e-05
2e-05,-5.38889e-05
2e-05,-5.50529e-05
2e-05,-5.63272e-05
2e-05,-5.75098e-05
2e-05,-5.84693e-05
2e-05,-5.97601e-05
2e-05,-6.10961e-05
2e-05,-6.24056e-05
2e-05,-6.36971e-05
2e-05,-6.50762e-05
2e-05,-6.63625e-05
2e-05,-6.76217e-05
2e-05,-6.88865e-05
2e-05,-7.01659e-05
2e-05,-7.14365e-05
2e-05,-7.276e-05
2e-05,-7.39993e-05
2e-05,-7.52986e-05
2e-05,-7.65524e-05
2e-05,-7.76269e-05
2e-05,-7.87041e-05
2e-05,-7.99921e-05
2e-05,-8.1149e-05
2e-05,-8.24185e-05
2e-05,-8.36399e-05
2e-05,-8.48832e-05
2e-05,-8.61118e-05
2e-05,-8.72975e-05
2e-05,-8.83956e-05
2e-05,-8.96484e-05
2e-05,-9.06719e-05
2e-05,-9.17341e-05
2e-05,-9.27957e-05
2e-05,-9.37218e-05
2e-05,-9.48726e-05
2e-05,-9.57469e-05
2e-05,-9.65937e-05
2e-05,-9.74804e-05
2e-05,-9.82642e-05
2e-05,-9.91619e-05
2e-05,-9.99212e-05
2e-05,-0.000100242
2e-05,-0.000101196
2e-05,-0.000101309
2e-05,-0.000101437
2e-05,-0.000101764
2e-05,-0.000101491
2e-05,-0.000100934
2e-05,-0.000100254
2e-05,-9.90609e-05
2e-05,-9.73204e-05
2e-05,-9.52513e-05
2e-05,-9.25271e-05
2e-05,-8.86386e-05
2e-05,-8.30583e-05
2e-05,-7.58465e-05
2e-05,-6.86953e-05
2e-05,-6.30693e-05
2e-05,-5.88364e-05
2e-05,-5.57408e-05
2e-05,-5.33054e-05
2e-05,-5.12532e-05
2e-05,-4.9618e-05
2e-05,-4.81972e-05
2e-05,-4.68826e-05
2e-05,-4.57343e-05
2e-05,-4.4755e-05
2e-05,-4.38007e-05
2e-05,-4.28981e-05
2e-05,-4.21044e-05
2e-05,-4.13619e-05
2e-05,-4.07047e-05
2e-05,-4.00911e-05
2e-05,-3.94583e-05
2e-05,-3.8852e-05
2e-05,-3.82953e-05
2e-05,-3.77841e-05
2e-05,-3.7317e-05
2e-05,-3.68656e-05
2e-05,-3.64657e-05
2e-05,-3.60721e-05
2e-05,-3.57006e-05
2e-05,-3.5403e-05
2e-05,-3.50133e-05
2e-05,-3.47556e-05
2e-05,-3.44834e-05
2e-05,-3.42018e-05
2e-05,-3.39822e-05
2e-05,-3.37848e-05
2e-05,-3.35644e-05
2e-05,-3.34028e-05
2e-05,-3.33362e-05
2e-05,-3.32215e-05
2e-05,-3.30963e-05
2e-05,-3.30116e-05
2e-05,-3.29387e-05
2e-05,-3.18714e-05
2e-05,-3.09712e-05
2e-05,-3.02328e-05
2e-05,-2.95596e-05
2e-05,-2.88637e-05
2e-05,-2.82316e-05
2e-05,-2.7664e-05
2e-05,-2.70783e-05
2e-05,-2.65345e-05
2e-05,-2.60231e-05
2e-05,-2.55158e-05
2e-05,-2.5034e-05
2e-05,-2.45786e-05
2e-05,-2.41175e-05
2e-05,-2.36758e-05
2e-05,-2.32698e-05
2e-05,-2.28746e-05
2e-05,-2.24625e-05
2e-05,-2.20864e-05
2e-05,-2.17308e-05
2e-05,-2.13668e-05
2e-05,-2.10082e-05
2e-05,-2.06841e-05
2e-05,-2.03478e-05
2e-05,-2.00125e-05
2e-05,-1.96942e-05
2e-05,-1.93931e-05
