concentration,E/V
2e-07,3.09726e-05
2e-07,3.11223e-05
2e-07,3.10364e-05
2e-07,3.15474e-05
2e-07,3.13336e-05
2e-07,3.19123e-05
2e-07,3.24939e-05
2e-07,3.30493e-05
2e-07,3.30461e-05
2e-07,3.35815e-05
2e-07,3.35021e-05
2e-07,3.42496e-05
2e-07,3.49677e-05
2e-07,3.56542e-05
2e-07,3.63279e-05
2e-07,3.59506e-05
2e-07,3.62134e-05
2e-07,3.70325e-05
2e-07,3.83602e-05
2e-07,3.82301e-05
2e-07,3.73745e-05
2e-07,3.82063e-05
2e-07,3.90225e-05
2e-07,4.01465e-05
2e-07,4.0108e-05
2e-07,3.89163e-05
2e-07,3.93521e-05
2e-07,4.08036e-05
2e-07,4.08792e-05
2e-07,4.09662e-05
2e-07,4.09771e-05
2e-07,4.09501e-05
2e-07,4.08898e-05
2e-07,4.08134e-05
2e-07,4.07005e-05
2e-07,4.0553e-05
2e-07,4.03666e-05
2e-07,4.01521e-05
2e-07,3.99098e-05
2e-07,3.96406e-05
2e-07,3.93289e-05
2e-07,3.90082e-05
2e-07,3.86526e-05
2e-07,3.82807e-05
2e-07,3.78887e-05
2e-07,3.74771e-05
2e-07,3.70626e-05
2e-07,3.66447e-05
2e-07,3.62223e-05
2e-07,3.58036e-05
2e-07,3.53864e-05
2e-07,3.49779e-05
2e-07,3.45747e-05
2e-07,3.41765e-05
2e-07,3.37836e-05
2e-07,3.33839e-05
2e-07,3.29854e-05
2e-07,3.25874e-05
2e-07,3.21924e-05
2e-07,3.17976e-05
2e-07,3.14051e-05
2e-07,3.10179e-05
2e-07,3.06417e-05
2e-07,3.02613e-05
2e-07,2.99233e-05
2e-07,2.95922e-05
2e-07,2.9292e-05
2e-07,2.90145e-05
2e-07,2.87673e-05
2e-07,2.85463e-05
2e-07,2.83505e-05
2e-07,2.81831e-05
2e-07,2.8039e-05
2e-07,2.79201e-05
2e-07,2.78287e-05
2e-07,2.77514e-05
2e-07,2.77187e-05
2e-07,2.76599e-05
2e-07,2.76322e-05
2e-07,2.7624e-05
2e-07,2.76264e-05
2e-07,2.76471e-05
2e-07,2.76759e-05
2e-07,2.77185e-05
2e-07,2.77775e-05
2e-07,2.78253e-05
2e-07,2.78845e-05
2e-07,2.79547e-05
2e-07,2.80305e-05
2e-07,2.81134e-05
2e-07,2.82051e-05
2e-07,2.82966e-05
2e-07,2.83977e-05
2e-07,2.84921e-05
2e-07,2.8591e-05
2e-07,2.86986e-05
2e-07,2.88015e-05
2e-07,2.89059e-05
2e-07,2.90093e-05
2e-07,2.911e-05
2e-07,2.92113e-05
2e-07,2.92989e-05
2e-07,2.93874e-05
2e-07,2.94709e-05
2e-07,2.95409e-05
2e-07,2.96064e-05
2e-07,2.96526e-05
2e-07,2.96818e-05
2e-07,2.97211e-05
2e-07,2.97413e-05
2e-07,2.97534e-05
2e-07,2.97631e-05
2e-07,2.97652e-05
2e-07,2.97674e-05
2e-07,2.97755e-05
2e-07,2.97722e-05
2e-07,2.97736e-05
2e-07,2.97674e-05
2e-07,2.97682e-05
2e-07,2.97575e-05
2e-07,2.97506e-05
2e-07,2.97394e-05
2e-07,2.97212e-05
2e-07,2.96967e-05
2e-07,2.96825e-05
2e-07,2.96455e-05
2e-07,2.96225e-05
2e-07,2.96148e-05
2e-07,2.96189e-05
2e-07,2.9648e-05
2e-07,2.96928e-05
2e-07,2.9748e-05
2e-07,2.98003e-05
2e-07,2.98619e-05
2e-07,2.99253e-05
2e-07,2.99849e-05
2e-07,3.00394e-05
2e-07,3.0097e-05
2e-07,3.01562e-05
2e-07,3.02209e-05
2e-07,3.02824e-05
2e-07,3.03191e-05
2e-07,3.03543e-05
2e-07,3.03811e-05
2e-07,3.04104e-05
2e-07,3.04506e-05
2e-07,3.04992e-05
2e-07,3.05487e-05
2e-07,3.05707e-05
2e-07,3.05901e-05
2e-07,3.06219e-05
2e-07,3.06584e-05
2e-07,3.068e-05
2e-07,3.07639e-05
2e-07,3.07903e-05
2e-07,3.08135e-05
2e-07,3.08912e-05
2e-07,3.14872e-05
2e-07,3.10187e-05
2e-07,3.09512e-05
2e-07,3.08166e-05
2e-07,3.05667e-05
2e-07,3.08687e-05
2e-07,3.10114e-05
2e-07,3.10817e-05
2e-07,3.12207e-05
2e-07,3.07757e-05
2e-07,3.04412e-05
2e-07,3.08805e-05
2e-07,3.10648e-05
2e-07,3.12585e-05
2e-07,3.15619e-05
2e-07,3.18139e-05
2e-07,3.19124e-05
2e-07,3.20579e-05
2e-07,3.22012e-05
2e-07,3.23658e-05
2e-07,3.25414e-05
2e-07,3.27238e-05
2e-07,3.28681e-05
2e-07,3.28454e-05
2e-07,3.29409e-05
2e-07,3.32924e-05
2e-07,3.38134e-05
2e-07,3.41472e-05
2e-07,3.44735e-05
2e-07,3.47624e-05
2e-07,3.50922e-05
2e-07,3.54576e-05
2e-07,3.57885e-05
2e-07,3.61683e-05
2e-07,3.65897e-05
2e-07,3.70162e-05
2e-07,3.74499e-05
2e-07,3.79063e-05
2e-07,3.8378e-05
2e-07,3.88732e-05
2e-07,3.93993e-05
2e-07,3.99284e-05
2e-07,4.04878e-05
2e-07,4.10763e-05
2e-07,4.16885e-05
2e-07,4.23218e-05
2e-07,4.29622e-05
2e-07,4.361e-05
2e-07,4.40987e-05
2e-07,4.4202e-05
2e-07,4.50389e-05
2e-07,4.59225e-05
2e-07,4.67056e-05
2e-07,4.7524e-05
2e-07,4.84794e-05
2e-07,4.94857e-05
2e-07,5.03817e-05
2e-07,5.12748e-05
2e-07,5.20945e-05
2e-07,5.29004e-05
2e-07,5.38452e-05
2e-07,5.48247e-05
2e-07,5.58053e-05
2e-07,5.66835e-05
2e-07,5.74855e-05
2e-07,5.83033e-05
2e-07,5.94796e-05
2e-07,6.07069e-05
2e-07,6.20008e-05
2e-07,6.33248e-05
2e-07,6.46409e-05
2e-07,6.58215e-05
2e-07,6.67382e-05
2e-07,6.74063e-05
2e-07,6.76456e-05
2e-07,6.87841e-05
2e-07,7.05503e-05
2e-07,7.21368e-05
2e-07,7.38808e-05
2e-07,7.57942e-05
2e-07,7.7338e-05
2e-07,7.88527e-05
2e-07,8.03533e-05
2e-07,8.19636e-05
2e-07,8.34325e-05
2e-07,8.52292e-05
2e-07,8.66902e-05
2e-07,8.83861e-05
2e-07,9.0122e-05
2e-07,9.19046e-05
2e-07,9.37367e-05
2e-07,9.56303e-05
2e-07,9.76177e-05
2e-07,9.97157e-05
2e-07,0.000101652
2e-07,0.000103758
2e-07,0.00010598
2e-07,0.000108343
2e-07,0.000110688
2e-07,0.000113066
2e-07,0.000115569
2e-07,0.000118118
2e-07,0.0001207
2e-07,0.000123375
2e-07,0.000126115
2e-07,0.000128928
2e-07,0.000131741
2e-07,0.00013463
2e-07,0.000137727
2e-07,0.000140587
2e-07,0.00014362
2e-07,0.00014678
2e-07,0.000149959
2e-07,0.000153223
2e-07,0.000156556
2e-07,0.000159928
2e-07,0.000163135
2e-07,0.000166327
2e-07,0.000169662
2e-07,0.00017301
2e-07,0.000176227
2e-07,0.000179089
2e-07,0.000181093
2e-07,0.000185403
2e-07,0.000189496
2e-07,0.000193158
2e-07,0.000196551
2e-07,0.000200038
2e-07,0.000203556
2e-07,0.000207056
2e-07,0.000210558
2e-07,0.000214173
2e-07,0.000216639
2e-07,0.000219595
2e-07,0.000223398
2e-07,0.000226937
2e-07,0.000230559
2e-07,0.000234324
2e-07,0.000237689
2e-07,0.00024119
2e-07,0.000244845
2e-07,0.000248468
2e-07,0.000251866
2e-07,0.000255222
2e-07,0.000258634
2e-07,0.000261916
2e-07,0.000265216
2e-07,0.000268304
2e-07,0.000271189
2e-07,0.000274057
2e-07,0.000277604
2e-07,0.000281165
2e-07,0.000284334
2e-07,0.000287465
2e-07,0.000290651
2e-07,0.000293519
2e-07,0.000296491
2e-07,0.000299325
2e-07,0.000302175
2e-07,0.000304949
2e-07,0.000307752
2e-07,0.000310499
2e-07,0.000313248
2e-07,0.000315873
2e-07,0.000309156
2e-07,0.000302722
2e-07,0.000296473
2e-07,0.000290432
2e-07,0.000284509
2e-07,0.000278703
2e-07,0.000273031
2e-07,0.000267408
2e-07,0.000261918
2e-07,0.000256583
2e-07,0.000251223
2e-07,0.000245891
2e-07,0.00024067
2e-07,0.000235624
2e-07,0.000230718
2e-07,0.000225822
2e-07,0.000220988
2e-07,0.00021622
2e-07,0.000211375
2e-07,0.000206782
2e-07,0.000202413
2e-07,0.000198095
2e-07,0.000193712
2e-07,0.000189464
2e-07,0.000185279
2e-07,0.000181124
2e-07,0.000177036
2e-07,0.00017293
2e-07,0.000168863
2e-07,0.000164849
2e-07,0.000161278
2e-07,0.000157375
2e-07,0.000153524
2e-07,0.000149772
2e-07,0.000146146
2e-07,0.000142537
2e-07,0.00013884
2e-07,0.00013502
2e-07,0.000131732
2e-07,0.000128734
2e-07,0.000125697
2e-07,0.000122677
2e-07,0.000119423
2e-07,0.000116195
2e-07,0.000112628
2e-07,0.000108524
2e-07,0.000105719
2e-07,0.000103701
2e-07,0.000101005
2e-07,9.80761e-05
2e-07,9.53231e-05
2e-07,9.28879e-05
2e-07,9.01749e-05
2e-07,8.75799e-05
2e-07,8.50128e-05
2e-07,8.25102e-05
2e-07,8.01837e-05
2e-07,7.77228e-05
2e-07,7.51435e-05
2e-07,7.26579e-05
2e-07,7.02772e-05
2e-07,6.81462e-05
2e-07,6.61198e-05
2e-07,6.3933e-05
2e-07,6.17624e-05
2e-07,5.96219e-05
2e-07,5.7666e-05
2e-07,5.5778e-05
2e-07,5.38231e-05
2e-07,5.18832e-05
2e-07,4.99652e-05
2e-07,4.8029e-05
2e-07,4.61443e-05
2e-07,4.43971e-05
2e-07,4.30313e-05
2e-07,4.16713e-05
2e-07,4.02271e-05
2e-07,3.86847e-05
2e-07,3.7224e-05
2e-07,3.53592e-05
2e-07,3.39444e-05
2e-07,3.25777e-05
2e-07,3.12412e-05
2e-07,2.9991e-05
2e-07,2.87824e-05
2e-07,2.76313e-05
2e-07,2.64945e-05
2e-07,2.54125e-05
2e-07,2.43645e-05
2e-07,2.33641e-05
2e-07,2.23996e-05
2e-07,2.14798e-05
2e-07,2.05984e-05
2e-07,1.97645e-05
2e-07,1.89739e-05
2e-07,1.81955e-05
2e-07,1.74449e-05
2e-07,1.67358e-05
2e-07,1.60575e-05
2e-07,1.54022e-05
2e-07,1.47844e-05
2e-07,1.41997e-05
2e-07,1.36462e-05
2e-07,1.31187e-05
2e-07,1.26085e-05
2e-07,1.21362e-05
2e-07,1.16807e-05
2e-07,1.1246e-05
2e-07,1.08422e-05
2e-07,1.0458e-05
2e-07,1.00933e-05
2e-07,9.74915e-06
2e-07,9.41793e-06
2e-07,9.09674e-06
2e-07,8.80501e-06
2e-07,8.52805e-06
2e-07,8.27421e-06
2e-07,8.03929e-06
2e-07,7.80377e-06
2e-07,7.58888e-06
2e-07,7.38525e-06
2e-07,7.1931e-06
2e-07,7.01194e-06
2e-07,6.83783e-06
2e-07,6.68412e-06
2e-07,6.53316e-06
2e-07,6.38817e-06
2e-07,6.24298e-06
2e-07,6.10879e-06
2e-07,5.98534e-06
2e-07,5.87869e-06
2e-07,5.75807e-06
2e-07,5.6497e-06
2e-07,5.55122e-06
2e-07,5.45727e-06
2e-07,5.35974e-06
2e-07,5.26719e-06
2e-07,5.18026e-06
2e-07,5.10618e-06
2e-07,5.06471e-06
2e-07,4.96579e-06
2e-07,4.89775e-06
2e-07,4.8346e-06
2e-07,4.76494e-06
2e-07,4.7017e-06
2e-07,4.63334e-06
2e-07,4.57748e-06
2e-07,4.51302e-06
2e-07,4.45569e-06
2e-07,4.39863e-06
2e-07,4.34309e-06
2e-07,4.28115e-06
2e-07,4.23499e-06
2e-07,4.17933e-06
2e-07,4.11769e-06
2e-07,4.0683e-06
2e-07,4.05208e-06
2e-07,4.02269e-06
2e-07,3.89434e-06
2e-07,3.87165e-06
2e-07,3.85565e-06
2e-07,3.75325e-06
2e-07,3.66311e-06
2e-07,3.68805e-06
2e-07,3.66994e-06
2e-07,3.61859e-06
2e-07,3.57427e-06
2e-07,3.52346e-06
2e-07,3.46607e-06
2e-07,3.43943e-06
2e-07,3.39354e-06
2e-07,3.35521e-06
2e-07,3.32037e-06
2e-07,3.28302e-06
2e-07,3.17467e-06
2e-07,3.12766e-06
2e-07,3.11895e-06
2e-07,3.12021e-06
2e-07,3.06335e-06
2e-07,2.87873e-06
2e-07,2.7099e-06
2e-07,2.74473e-06
2e-07,2.94107e-06
2e-07,2.86602e-06
2e-07,2.86097e-06
2e-07,2.75988e-06
2e-07,2.71873e-06
2e-07,2.65571e-06
2e-07,2.61574e-06
2e-07,2.52433e-06
2e-07,2.4156e-06
2e-07,2.45037e-06
2e-07,2.41087e-06
2e-07,2.4159e-06
2e-07,2.38629e-06
2e-07,2.33626e-06
2e-07,2.2851e-06
2e-07,2.22333e-06
2e-07,2.09468e-06
2e-07,2.0213e-06
2e-07,2.05126e-06
2e-07,2.03808e-06
2e-07,1.9934e-06
2e-07,1.94667e-06
2e-07,1.90374e-06
2e-07,1.83204e-06
2e-07,1.79945e-06
2e-07,1.75635e-06
2e-07,1.71542e-06
2e-07,1.659e-06
2e-07,1.61448e-06
2e-07,1.57335e-06
2e-07,1.52912e-06
2e-07,1.46642e-06
2e-07,1.40454e-06
2e-07,1.3399e-06
2e-07,1.26498e-06
2e-07,1.18468e-06
2e-07,1.1635e-06
2e-07,1.12586e-06
2e-07,1.07966e-06
2e-07,1.06715e-06
2e-07,1.00223e-06
2e-07,9.18138e-07
2e-07,6.83663e-07
2e-07,7.06567e-07
2e-07,7.80483e-07
2e-07,7.43551e-07
2e-07,6.7705e-07
2e-07,5.27266e-07
2e-07,4.63163e-07
2e-07,4.27585e-07
2e-07,3.24649e-07
2e-07,1.69024e-07
2e-07,8.25745e-08
2e-07,7.60391e-08
2e-07,-7.23157e-08
2e-07,5.99255e-09
2e-07,-3.92312e-08
2e-07,-1.12965e-07
2e-07,-1.99373e-07
2e-07,-2.61977e-07
2e-07,-3.35885e-07
2e-07,-4.37712e-07
2e-07,-5.30805e-07
2e-07,-5.92448e-07
2e-07,-6.66269e-07
2e-07,-7.61268e-07
2e-07,-8.54466e-07
2e-07,-9.10777e-07
2e-07,-9.65814e-07
2e-07,-1.03316e-06
2e-07,-1.109e-06
2e-07,-1.19765e-06
2e-07,-1.30247e-06
2e-07,-1.3916e-06
2e-07,-1.48353e-06
2e-07,-1.59808e-06
2e-07,-1.71772e-06
2e-07,-1.83661e-06
2e-07,-1.94123e-06
2e-07,-2.03333e-06
2e-07,-2.141e-06
2e-07,-2.25852e-06
2e-07,-2.38386e-06
2e-07,-2.51351e-06
2e-07,-2.64551e-06
2e-07,-2.77378e-06
2e-07,-2.91619e-06
2e-07,-3.07053e-06
2e-07,-3.21779e-06
2e-07,-3.37887e-06
2e-07,-3.54358e-06
2e-07,-3.70709e-06
2e-07,-3.88656e-06
2e-07,-4.07764e-06
2e-07,-4.26928e-06
2e-07,-4.47053e-06
2e-07,-4.68432e-06
2e-07,-4.90335e-06
2e-07,-5.12959e-06
2e-07,-5.38074e-06
2e-07,-5.63255e-06
2e-07,-5.91822e-06
2e-07,-6.16116e-06
2e-07,-6.42777e-06
2e-07,-6.72064e-06
2e-07,-7.02371e-06
2e-07,-7.39672e-06
2e-07,-7.78256e-06
2e-07,-8.17686e-06
2e-07,-8.47572e-06
2e-07,-8.80756e-06
2e-07,-9.16277e-06
2e-07,-9.50387e-06
2e-07,-9.9147e-06
2e-07,-1.03284e-05
2e-07,-1.0772e-05
2e-07,-1.12228e-05
2e-07,-1.16871e-05
2e-07,-1.21736e-05
2e-07,-1.26642e-05
2e-07,-1.31379e-05
2e-07,-1.36281e-05
2e-07,-1.41295e-05
2e-07,-1.46389e-05
2e-07,-1.51577e-05
2e-07,-1.56805e-05
2e-07,-1.62047e-05
2e-07,-1.6731e-05
2e-07,-1.72563e-05
2e-07,-1.77766e-05
2e-07,-1.8296e-05
2e-07,-1.88055e-05
2e-07,-1.93084e-05
2e-07,-1.98011e-05
2e-07,-2.02922e-05
2e-07,-2.07613e-05
2e-07,-2.12333e-05
2e-07,-2.16551e-05
2e-07,-2.20902e-05
2e-07,-2.25045e-05
2e-07,-2.29238e-05
2e-07,-2.33249e-05
2e-07,-2.37044e-05
2e-07,-2.40727e-05
2e-07,-2.44263e-05
2e-07,-2.47657e-05
2e-07,-2.50888e-05
2e-07,-2.54068e-05
2e-07,-2.57342e-05
2e-07,-2.60473e-05
2e-07,-2.63431e-05
2e-07,-2.66392e-05
2e-07,-2.69311e-05
2e-07,-2.72322e-05
2e-07,-2.7537e-05
2e-07,-2.78286e-05
2e-07,-2.81213e-05
2e-07,-2.84192e-05
2e-07,-2.87189e-05
2e-07,-2.90132e-05
2e-07,-2.9301e-05
2e-07,-2.95942e-05
2e-07,-2.98728e-05
2e-07,-3.01554e-05
2e-07,-3.04193e-05
2e-07,-3.06737e-05
2e-07,-3.09064e-05
2e-07,-3.11464e-05
2e-07,-3.13682e-05
2e-07,-3.1571e-05
2e-07,-3.17559e-05
2e-07,-3.19282e-05
2e-07,-3.20962e-05
2e-07,-3.22478e-05
2e-07,-3.23929e-05
2e-07,-3.25321e-05
2e-07,-3.26688e-05
2e-07,-3.27944e-05
2e-07,-3.29139e-05
2e-07,-3.30239e-05
2e-07,-3.31392e-05
2e-07,-3.32448e-05
2e-07,-3.33489e-05
2e-07,-3.34618e-05
2e-07,-3.35759e-05
2e-07,-3.36875e-05
2e-07,-3.37979e-05
2e-07,-3.39124e-05
2e-07,-3.40436e-05
2e-07,-3.41872e-05
2e-07,-3.43437e-05
2e-07,-3.45011e-05
2e-07,-3.46357e-05
2e-07,-3.47696e-05
2e-07,-3.49129e-05
2e-07,-3.50858e-05
2e-07,-3.52812e-05
2e-07,-3.54769e-05
2e-07,-3.56754e-05
2e-07,-3.5877e-05
2e-07,-3.60851e-05
2e-07,-3.63032e-05
2e-07,-3.65563e-05
2e-07,-3.68375e-05
2e-07,-3.71386e-05
2e-07,-3.74553e-05
2e-07,-3.78209e-05
2e-07,-3.82398e-05
2e-07,-3.8749e-05
2e-07,-3.93666e-05
2e-07,-4.01181e-05
2e-07,-4.10086e-05
2e-07,-4.20977e-05
2e-07,-4.33296e-05
2e-07,-4.46771e-05
2e-07,-4.61673e-05
2e-07,-4.77954e-05
2e-07,-4.95952e-05
2e-07,-5.14637e-05
2e-07,-5.33515e-05
2e-07,-5.53091e-05
2e-07,-5.73106e-05
2e-07,-5.95009e-05
2e-07,-6.14869e-05
2e-07,-6.35443e-05
2e-07,-6.56223e-05
2e-07,-6.76926e-05
2e-07,-6.97724e-05
2e-07,-7.18236e-05
2e-07,-7.38804e-05
2e-07,-7.59314e-05
2e-07,-7.79503e-05
2e-07,-7.99508e-05
2e-07,-8.18655e-05
2e-07,-8.38041e-05
2e-07,-8.57892e-05
2e-07,-8.77419e-05
2e-07,-8.96757e-05
2e-07,-9.16345e-05
2e-07,-9.35455e-05
2e-07,-9.54464e-05
2e-07,-9.73057e-05
2e-07,-9.90885e-05
2e-07,-0.000100801
2e-07,-0.000102574
2e-07,-0.000104409
2e-07,-0.000106145
2e-07,-0.000107707
2e-07,-0.000109117
2e-07,-0.000110559
2e-07,-0.000111971
2e-07,-0.000113362
2e-07,-0.000114707
2e-07,-0.000116034
2e-07,-0.000117321
2e-07,-0.00011855
2e-07,-0.000119708
2e-07,-0.000120853
2e-07,-0.000121961
2e-07,-0.000123016
2e-07,-0.000124039
2e-07,-0.000125014
2e-07,-0.000125924
2e-07,-0.000126806
2e-07,-0.000127664
2e-07,-0.000128461
2e-07,-0.000129246
2e-07,-0.000129988
2e-07,-0.000130714
2e-07,-0.000131391
2e-07,-0.000132025
2e-07,-0.00013266
2e-07,-0.000133269
2e-07,-0.000133827
2e-07,-0.000134454
2e-07,-0.000134924
2e-07,-0.000135411
2e-07,-0.000135925
2e-07,-0.000136417
2e-07,-0.000136852
2e-07,-0.000137299
2e-07,-0.00013775
2e-07,-0.000138251
2e-07,-0.000138719
2e-07,-0.000139173
2e-07,-0.000139624
2e-07,-0.000140067
2e-07,-0.000140599
2e-07,-0.000141223
2e-07,-0.00014175
2e-07,-0.000142321
2e-07,-0.00014288
2e-07,-0.000143523
2e-07,-0.000144169
2e-07,-0.000144836
2e-07,-0.000145537
2e-07,-0.00014626
2e-07,-0.000146974
2e-07,-0.000147713
2e-07,-0.00014847
2e-07,-0.00014906
2e-07,-0.000149688
2e-07,-0.000150295
2e-07,-0.000150676
2e-07,-0.000150882
2e-07,-0.000150733
2e-07,-0.0001499
2e-07,-0.000147721
2e-07,-0.000142537
2e-07,-0.000132832
2e-07,-0.000118857
2e-07,-0.000103763
2e-07,-9.16421e-05
2e-07,-8.30936e-05
2e-07,-7.68134e-05
2e-07,-7.19782e-05
2e-07,-6.81736e-05
2e-07,-6.51875e-05
2e-07,-6.23822e-05
2e-07,-5.99266e-05
2e-07,-5.77161e-05
2e-07,-5.57026e-05
2e-07,-5.38553e-05
2e-07,-5.21817e-05
2e-07,-5.06543e-05
2e-07,-4.92772e-05
2e-07,-4.80269e-05
2e-07,-4.69121e-05
2e-07,-4.59176e-05
2e-07,-4.50129e-05
2e-07,-4.42165e-05
2e-07,-4.34977e-05
2e-07,-4.28411e-05
2e-07,-4.22721e-05
2e-07,-4.17781e-05
2e-07,-4.13496e-05
2e-07,-4.09709e-05
2e-07,-4.06369e-05
2e-07,-3.90422e-05
2e-07,-3.77365e-05
2e-07,-3.65781e-05
2e-07,-3.55268e-05
2e-07,-3.45487e-05
2e-07,-3.36326e-05
2e-07,-3.27621e-05
2e-07,-3.19379e-05
2e-07,-3.11675e-05
2e-07,-3.04189e-05
2e-07,-2.97131e-05
2e-07,-2.90255e-05
2e-07,-2.83708e-05
2e-07,-2.77348e-05
2e-07,-2.71225e-05
2e-07,-2.65366e-05
2e-07,-2.59639e-05
2e-07,-2.53852e-05
2e-07,-2.48259e-05
2e-07,-2.43005e-05
2e-07,-2.38274e-05
2e-07,-2.33507e-05
2e-07,-2.28309e-05
2e-07,-2.23358e-05
2e-07,-2.1861e-05
2e-07,-2.1421e-05
2e-07,-2.09909e-05
2e-07,-2.06039e-05
2e-07,-2.01796e-05
2e-07,-1.97575e-05
2e-07,-1.93731e-05
2e-07,-1.89552e-05
2e-07,-1.85681e-05
2e-07,-1.81949e-05
2e-07,-1.78271e-05
2e-07,-1.7457e-05
2e-07,-1.71013e-05
2e-07,-1.67508e-05
2e-07,-1.64126e-05
2e-07,-1.60777e-05
2e-07,-1.57557e-05
2e-07,-1.5434e-05
2e-07,-1.51231e-05
2e-07,-1.48169e-05
2e-07,-1.45182e-05
2e-07,-1.42167e-05
2e-07,-1.39264e-05
2e-07,-1.36412e-05
2e-07,-1.33694e-05
2e-07,-1.31097e-05
2e-07,-1.28454e-05
2e-07,-1.25673e-05
2e-07,-1.23056e-05
2e-07,-1.20664e-05
2e-07,-1.18209e-05
2e-07,-1.15638e-05
2e-07,-1.13161e-05
2e-07,-1.10658e-05
2e-07,-1.08316e-05
2e-07,-1.06036e-05
2e-07,-1.03872e-05
2e-07,-1.01668e-05
2e-07,-9.9449e-06
2e-07,-9.72632e-06
2e-07,-9.51405e-06
2e-07,-9.30423e-06
2e-07,-9.1041e-06
2e-07,-8.90485e-06
2e-07,-8.6888e-06
2e-07,-8.47145e-06
2e-07,-8.2763e-06
2e-07,-8.09505e-06
2e-07,-7.90719e-06
2e-07,-7.70771e-06
2e-07,-7.51671e-06
2e-07,-7.33555e-06
2e-07,-7.1442e-06
2e-07,-6.96197e-06
2e-07,-6.77766e-06
2e-07,-6.59888e-06
2e-07,-6.42288e-06
2e-07,-6.24872e-06
2e-07,-6.07439e-06
2e-07,-5.90328e-06
2e-07,-5.73454e-06
2e-07,-5.56418e-06
2e-07,-5.40042e-06
2e-07,-5.23806e-06
2e-07,-5.07658e-06
2e-07,-4.91387e-06
2e-07,-4.75461e-06
2e-07,-4.59572e-06
2e-07,-4.43646e-06
2e-07,-4.2786e-06
2e-07,-4.12226e-06
2e-07,-3.96757e-06
2e-07,-3.80528e-06
2e-07,-3.65067e-06
2e-07,-3.53754e-06
2e-07,-3.38016e-06
2e-07,-3.22285e-06
2e-07,-3.06398e-06
2e-07,-2.90798e-06
2e-07,-2.74526e-06
2e-07,-2.58744e-06
2e-07,-2.42568e-06
2e-07,-2.26661e-06
2e-07,-2.10091e-06
2e-07,-1.93854e-06
2e-07,-1.7743e-06
2e-07,-1.60663e-06
2e-07,-1.43749e-06
2e-07,-1.27007e-06
2e-07,-1.10069e-06
2e-07,-9.31013e-07
2e-07,-7.58118e-07
2e-07,-5.82005e-07
2e-07,-4.08737e-07
2e-07,-2.33989e-07
2e-07,-5.6714e-08
2e-07,1.22185e-07
2e-07,3.01165e-07
2e-07,4.81765e-07
2e-07,6.61748e-07
2e-07,8.43325e-07
2e-07,1.02602e-06
2e-07,1.21181e-06
2e-07,1.38644e-06
2e-07,1.5683e-06
2e-07,1.75043e-06
2e-07,1.93377e-06
2e-07,2.11046e-06
2e-07,2.29177e-06
2e-07,2.47601e-06
2e-07,2.67899e-06
2e-07,2.8713e-06
2e-07,3.04894e-06
2e-07,3.23338e-06
2e-07,3.46343e-06
2e-07,3.70373e-06
2e-07,3.95364e-06
2e-07,4.19959e-06
2e-07,4.36556e-06
2e-07,4.62881e-06
2e-07,4.81487e-06
2e-07,5.26767e-06
2e-07,5.72562e-06
2e-07,6.16168e-06
2e-07,6.301e-06
2e-07,6.58061e-06
2e-07,6.70576e-06
2e-07,7.33756e-06
2e-07,8.14634e-06
2e-07,8.87545e-06
2e-07,9.45751e-06
2e-07,9.73759e-06
2e-07,1.04715e-05
2e-07,1.11787e-05
2e-07,1.22908e-05
2e-07,1.33166e-05
2e-07,1.4311e-05
2e-07,1.51061e-05
2e-07,1.60633e-05
2e-07,1.69836e-05
2e-07,1.82221e-05
2e-07,1.95652e-05
2e-07,2.08936e-05
2e-07,2.21159e-05
2e-07,2.31123e-05
2e-07,2.4396e-05
2e-07,2.55991e-05
2e-07,2.70184e-05
2e-07,2.84255e-05
2e-07,2.96496e-05
2e-07,3.10759e-05
2e-07,3.2404e-05
2e-07,3.35412e-05
2e-07,3.48749e-05
2e-07,3.55289e-05
2e-07,3.68113e-05
2e-07,3.81367e-05
2e-07,3.93441e-05
2e-07,4.03694e-05
2e-07,4.10167e-05
2e-07,4.16194e-05
2e-07,4.21908e-05
2e-07,4.27057e-05
2e-07,4.36348e-05
2e-07,4.44707e-05
2e-07,4.51774e-05
2e-07,4.57976e-05
2e-07,4.6529e-05
2e-07,4.71551e-05
2e-07,4.81616e-05
2e-07,4.87377e-05
2e-07,4.96743e-05
2e-07,5.06789e-05
2e-07,5.16612e-05
2e-07,5.27377e-05
2e-07,5.37044e-05
2e-07,5.49024e-05
2e-07,5.63966e-05
2e-07,5.79954e-05
2e-07,5.99806e-05
2e-07,6.26046e-05
2e-07,6.52748e-05
2e-07,6.80456e-05
2e-07,7.08995e-05
2e-07,7.41248e-05
2e-07,7.72354e-05
2e-07,8.04665e-05
2e-07,8.36843e-05
2e-07,8.71069e-05
2e-07,9.03423e-05
2e-07,9.34156e-05
2e-07,9.61172e-05
2e-07,9.85721e-05
2e-07,0.000100616
2e-07,0.000102012
2e-07,0.000102699
2e-07,0.000102376
2e-07,0.000100803
2e-07,9.76499e-05
2e-07,9.23478e-05
2e-07,8.49673e-05
2e-07,7.62035e-05
2e-07,6.73864e-05
2e-07,5.95236e-05
2e-07,5.33799e-05
2e-07,4.8983e-05
2e-07,4.57723e-05
2e-07,4.35875e-05
2e-07,4.19182e-05
2e-07,4.07562e-05
